case_type,stage,state,days_pending_so_far,past_adjournments,days_to_disposal
Civil,Evidence,Kerala,0,0,682
Civil,Evidence,Kerala,0,0,766
Civil,Evidence,Kerala,0,0,717
Civil,Evidence,Kerala,0,0,639
Civil,Evidence,Kerala,0,0,699
Civil,Evidence,Kerala,0,0,913
Civil,Evidence,Kerala,0,0,122
Civil,Evidence,Kerala,0,0,895
Civil,Evidence,Kerala,0,0,508
Civil,Evidence,Kerala,0,0,662
Civil,Evidence,Kerala,0,0,655
Civil,Evidence,Kerala,0,0,673
Civil,Evidence,Kerala,0,0,202
Civil,Evidence,Kerala,0,0,226
Civil,Evidence,Kerala,0,0,130
Civil,Evidence,Kerala,0,0,609
Civil,Evidence,Kerala,0,0,508
Civil,Evidence,Kerala,0,0,533
Civil,Evidence,Kerala,0,0,678
Civil,Evidence,Kerala,0,0,610
Civil,Evidence,Kerala,0,0,508
Civil,Evidence,Kerala,0,0,1327
Civil,Evidence,Kerala,0,0,1360
Civil,Evidence,Kerala,0,0,809
Civil,Evidence,Kerala,0,0,809
Civil,Evidence,Kerala,0,0,768
Civil,Evidence,Kerala,0,0,768
Civil,Evidence,Kerala,0,0,374
Civil,Evidence,Kerala,0,0,986
Civil,Evidence,Kerala,0,0,229
Civil,Evidence,Kerala,0,0,481
Civil,Evidence,Kerala,0,0,611
Civil,Evidence,Kerala,0,0,733
Civil,Evidence,Kerala,0,0,109
Civil,Evidence,Kerala,0,0,383
Civil,Evidence,Kerala,0,0,97
Civil,Evidence,Kerala,0,0,440
Civil,Evidence,Kerala,0,0,529
Civil,Evidence,Kerala,0,0,70
Civil,Evidence,Kerala,0,0,146
Civil,Evidence,Kerala,0,0,335
Civil,Evidence,Kerala,0,0,390
Civil,Evidence,Kerala,0,0,988
Civil,Evidence,Kerala,0,0,36
Civil,Evidence,Kerala,0,0,211
Civil,Evidence,Kerala,0,0,495
Civil,Evidence,Kerala,0,0,273
Civil,Evidence,Kerala,0,0,1328
Civil,Evidence,Kerala,0,0,1301
Civil,Evidence,Kerala,0,0,433
Civil,Evidence,Kerala,0,0,499
Civil,Evidence,Kerala,0,0,514
Civil,Evidence,Kerala,0,0,473
Criminal,Passing of Orders,Uttar Pradesh,0,0,7
Criminal,Evidence,Uttar Pradesh,0,0,13
Criminal,Evidence,Uttar Pradesh,0,0,6
Criminal,Evidence,Uttar Pradesh,0,0,19
Criminal,Evidence,Uttar Pradesh,0,0,19
Criminal,Evidence,Uttar Pradesh,0,0,9
Criminal,Evidence,Uttar Pradesh,0,0,4
Criminal,Evidence,Uttar Pradesh,0,0,1
Criminal,Evidence,Uttar Pradesh,0,0,6
Criminal,Evidence,Uttar Pradesh,0,0,7
Criminal,Evidence,Uttar Pradesh,0,0,6
Criminal,Evidence,Uttar Pradesh,0,0,5
Criminal,Evidence,Uttar Pradesh,0,0,6
Criminal,Evidence,Uttar Pradesh,0,0,350
Criminal,Evidence,Uttar Pradesh,0,0,350
Criminal,Evidence,Uttar Pradesh,0,0,350
Criminal,Passing of Orders,Uttar Pradesh,0,0,5
Criminal,Evidence,Uttar Pradesh,0,0,12
Criminal,Evidence,Uttar Pradesh,0,0,12
Criminal,Evidence,Uttar Pradesh,0,0,21
Criminal,Evidence,Uttar Pradesh,0,0,26
Criminal,Evidence,Uttar Pradesh,0,0,11
Criminal,Evidence,Uttar Pradesh,0,0,19
Criminal,Evidence,Uttar Pradesh,0,0,62
Criminal,Evidence,Uttar Pradesh,0,0,21
Criminal,Evidence,Uttar Pradesh,0,0,21
Criminal,Evidence,Uttar Pradesh,0,0,21
Criminal,Evidence,Uttar Pradesh,0,0,46
Criminal,Evidence,Uttar Pradesh,0,0,350
Criminal,Evidence,Uttar Pradesh,0,0,11
Criminal,Evidence,Uttar Pradesh,0,0,5
Criminal,Evidence,Uttar Pradesh,0,0,5
Criminal,Evidence,Uttar Pradesh,0,0,4
Criminal,Evidence,Uttar Pradesh,0,0,17
Civil,Evidence,Maharashtra,0,0,762
Civil,Passing of Orders,Maharashtra,0,0,567
Civil,Evidence,Maharashtra,0,0,162
Civil,Evidence,Maharashtra,0,0,20
Civil,Evidence,Maharashtra,0,0,91
Civil,Evidence,Maharashtra,0,0,5619
Civil,Evidence,Maharashtra,0,0,3
Civil,Evidence,Maharashtra,0,0,1701
Civil,Evidence,Maharashtra,0,0,24
Civil,Evidence,Maharashtra,0,0,257
Civil,Evidence,Maharashtra,0,0,112
Civil,Evidence,Maharashtra,0,0,102
Civil,Evidence,Maharashtra,0,0,4209
Civil,Evidence,Maharashtra,0,0,931
Civil,Evidence,Maharashtra,0,0,35
Civil,Evidence,Maharashtra,0,0,42
Civil,Evidence,Maharashtra,0,0,1467
Civil,Evidence,Maharashtra,0,0,1468
Civil,Evidence,Maharashtra,0,0,1086
Civil,Evidence,Maharashtra,0,0,35
Civil,Evidence,Maharashtra,0,0,2930
Civil,Evidence,Maharashtra,0,0,711
Civil,Evidence,Maharashtra,0,0,2467
Civil,Evidence,Maharashtra,0,0,2753
Civil,Evidence,Maharashtra,0,0,249
Civil,Evidence,Maharashtra,0,0,248
Civil,Evidence,Maharashtra,0,0,250
Civil,Evidence,Maharashtra,0,0,2111
Civil,Evidence,Maharashtra,0,0,392
Civil,Evidence,Maharashtra,0,0,991
Civil,Evidence,Maharashtra,0,0,736
Civil,Evidence,Maharashtra,0,0,45
Civil,Evidence,Maharashtra,0,0,45
Civil,Evidence,Maharashtra,0,0,2402
Civil,Evidence,Maharashtra,0,0,762
Civil,Evidence,Maharashtra,0,0,23
Civil,Evidence,Maharashtra,0,0,364
Civil,Evidence,Maharashtra,0,0,172
Civil,Passing of Orders,Tamil Nadu,0,0,5658
Civil,Evidence,Maharashtra,0,0,497
Civil,Evidence,Maharashtra,0,0,1478
Civil,Evidence,Maharashtra,0,0,497
Civil,Evidence,Maharashtra,0,0,1235
Civil,Evidence,Maharashtra,0,0,456
Civil,Evidence,Maharashtra,0,0,1394
Civil,Evidence,Maharashtra,0,0,649
Civil,Evidence,Maharashtra,0,0,2748
Civil,Evidence,Maharashtra,0,0,107
Civil,Evidence,Maharashtra,0,0,107
Civil,Evidence,Maharashtra,0,0,52
Civil,Evidence,Maharashtra,0,0,52
Civil,Evidence,Maharashtra,0,0,18
Civil,Evidence,Maharashtra,0,0,17
Civil,Evidence,Maharashtra,0,0,5
Civil,Evidence,Maharashtra,0,0,4154
Civil,Evidence,Maharashtra,0,0,3576
Civil,Evidence,Maharashtra,0,0,1
Civil,Evidence,Maharashtra,0,0,1
Civil,Evidence,Maharashtra,0,0,1797
Civil,Evidence,Maharashtra,0,0,39
Civil,Evidence,Maharashtra,0,0,1272
Civil,Evidence,Maharashtra,0,0,2
Civil,Evidence,Maharashtra,0,0,305
Civil,Evidence,Maharashtra,0,0,305
Civil,Evidence,Maharashtra,0,0,305
Civil,Evidence,Maharashtra,0,0,277
Civil,Evidence,Maharashtra,0,0,180
Civil,Evidence,Maharashtra,0,0,373
Civil,Evidence,Maharashtra,0,0,637
Civil,Evidence,Maharashtra,0,0,484
Civil,Evidence,Maharashtra,0,0,484
Civil,Evidence,Maharashtra,0,0,107
Civil,Evidence,Maharashtra,0,0,478
Civil,Evidence,Maharashtra,0,0,696
Civil,Evidence,Maharashtra,0,0,689
Civil,Evidence,Maharashtra,0,0,369
Civil,Evidence,Maharashtra,0,0,851
Civil,Evidence,Maharashtra,0,0,156
Civil,Evidence,Maharashtra,0,0,4118
Civil,Evidence,Maharashtra,0,0,4817
Criminal,Evidence,Maharashtra,0,0,13
Criminal,Evidence,Maharashtra,0,0,12
Criminal,Evidence,Maharashtra,0,0,11
Criminal,Evidence,Maharashtra,0,0,2
Criminal,Evidence,Maharashtra,0,0,2
Criminal,Evidence,Maharashtra,0,0,14
Criminal,Evidence,Maharashtra,0,0,26
Criminal,Evidence,Maharashtra,0,0,3
Criminal,Evidence,Maharashtra,0,0,11
Criminal,Evidence,Maharashtra,0,0,11
Criminal,Evidence,Maharashtra,0,0,10
Criminal,Evidence,Maharashtra,0,0,11
Criminal,Evidence,Maharashtra,0,0,14
Criminal,Evidence,Maharashtra,0,0,9
Criminal,Evidence,Maharashtra,0,0,6
Criminal,Evidence,Maharashtra,0,0,33
Criminal,Evidence,Maharashtra,0,0,36
Criminal,Evidence,Maharashtra,0,0,34
Criminal,Evidence,Maharashtra,0,0,26
Criminal,Evidence,Maharashtra,0,0,32
Criminal,Evidence,Maharashtra,0,0,16
Criminal,Evidence,Maharashtra,0,0,20
Criminal,Passing of Orders,Maharashtra,0,0,29
Criminal,Passing of Orders,Maharashtra,0,0,88
Criminal,Passing of Orders,Maharashtra,0,0,26
Criminal,Evidence,Maharashtra,0,0,34
Criminal,Passing of Orders,Maharashtra,0,0,32
Criminal,Passing of Orders,Maharashtra,0,0,32
Criminal,Evidence,Maharashtra,0,0,31
Criminal,Evidence,Maharashtra,0,0,38
Criminal,Evidence,Maharashtra,0,0,22
Criminal,Evidence,Maharashtra,0,0,8
Criminal,Passing of Orders,Maharashtra,0,0,24
Criminal,Evidence,Maharashtra,0,0,6
Criminal,Evidence,Maharashtra,0,0,9
Criminal,Evidence,Maharashtra,0,0,7
Criminal,Evidence,Maharashtra,0,0,11
Criminal,Evidence,Maharashtra,0,0,8
Criminal,Evidence,Maharashtra,0,0,7
Criminal,Evidence,Maharashtra,0,0,20
Criminal,Evidence,Maharashtra,0,0,20
Criminal,Evidence,Maharashtra,0,0,23
Criminal,Passing of Orders,Maharashtra,0,0,15
Criminal,Evidence,Maharashtra,0,0,5
Criminal,Evidence,Maharashtra,0,0,3
Criminal,Evidence,Maharashtra,0,0,3
Criminal,Evidence,Maharashtra,0,0,5
Criminal,Evidence,Maharashtra,0,0,2
Criminal,Evidence,Maharashtra,0,0,18
Criminal,Evidence,Maharashtra,0,0,18
Criminal,Evidence,Maharashtra,0,0,6
Criminal,Evidence,Maharashtra,0,0,25
Criminal,Evidence,Maharashtra,0,0,66
Criminal,Evidence,Maharashtra,0,0,17
Criminal,Evidence,Maharashtra,0,0,28
Criminal,Evidence,Maharashtra,0,0,4
Criminal,Evidence,Maharashtra,0,0,1
Criminal,Evidence,Maharashtra,0,0,22
Criminal,Evidence,Maharashtra,0,0,41
Criminal,Evidence,Maharashtra,0,0,10
Criminal,Evidence,Maharashtra,0,0,35
Criminal,Evidence,Maharashtra,0,0,8
Criminal,Evidence,Maharashtra,0,0,8
Criminal,Evidence,Maharashtra,0,0,8
Criminal,Evidence,Maharashtra,0,0,8
Criminal,Evidence,Maharashtra,0,0,26
Criminal,Evidence,Maharashtra,0,0,8
Criminal,Evidence,Maharashtra,0,0,1
Criminal,Evidence,Maharashtra,0,0,23
Criminal,Evidence,Maharashtra,0,0,6
Criminal,Evidence,Maharashtra,0,0,25
Criminal,Evidence,Maharashtra,0,0,6
Criminal,Evidence,Maharashtra,0,0,33
Criminal,Evidence,Maharashtra,0,0,25
Criminal,Evidence,Maharashtra,0,0,14
Criminal,Evidence,Maharashtra,0,0,55
Criminal,Evidence,Maharashtra,0,0,17
Criminal,Evidence,Maharashtra,0,0,8
Criminal,Evidence,Maharashtra,0,0,8
Criminal,Evidence,Maharashtra,0,0,6
Criminal,Evidence,Maharashtra,0,0,18
Criminal,Evidence,Maharashtra,0,0,13
Criminal,Evidence,Maharashtra,0,0,18
Criminal,Evidence,Maharashtra,0,0,15
Criminal,Evidence,Maharashtra,0,0,6
Criminal,Evidence,Maharashtra,0,0,2
Criminal,Evidence,Maharashtra,0,0,7
Criminal,Evidence,Maharashtra,0,0,5
Criminal,Evidence,Maharashtra,0,0,5
Criminal,Evidence,Maharashtra,0,0,19
Criminal,Evidence,Maharashtra,0,0,5
Criminal,Evidence,Maharashtra,0,0,36
Criminal,Evidence,Maharashtra,0,0,35
Criminal,Passing of Orders,Uttar Pradesh,0,0,5469
Criminal,Passing of Orders,Uttar Pradesh,0,0,5474
Criminal,Evidence,Uttar Pradesh,0,0,356
Criminal,Evidence,Uttar Pradesh,0,0,42
Criminal,Passing of Orders,Uttar Pradesh,0,0,3
Criminal,Evidence,Uttar Pradesh,0,0,761
Criminal,Evidence,Uttar Pradesh,0,0,21
Criminal,Evidence,Uttar Pradesh,0,0,44
Criminal,Evidence,Uttar Pradesh,0,0,146
Criminal,Evidence,Uttar Pradesh,0,0,127
Criminal,Evidence,Uttar Pradesh,0,0,127
Criminal,Evidence,Uttar Pradesh,0,0,61
Criminal,Passing of Orders,Uttar Pradesh,0,0,19
Criminal,Evidence,Uttar Pradesh,0,0,61
Criminal,Evidence,Uttar Pradesh,0,0,40
Criminal,Passing of Orders,Uttar Pradesh,0,0,181
Criminal,Passing of Orders,Uttar Pradesh,0,0,6603
Criminal,Passing of Orders,Uttar Pradesh,0,0,304
Criminal,Evidence,Uttar Pradesh,0,0,372
Criminal,Evidence,Uttar Pradesh,0,0,372
Criminal,Passing of Orders,Uttar Pradesh,0,0,5
Criminal,Passing of Orders,Uttar Pradesh,0,0,12
Criminal,Passing of Orders,Uttar Pradesh,0,0,118
Criminal,Passing of Orders,Uttar Pradesh,0,0,6560
Criminal,Passing of Orders,Uttar Pradesh,0,0,6270
Criminal,Passing of Orders,Uttar Pradesh,0,0,5834
Criminal,Evidence,Uttar Pradesh,0,0,38
Criminal,Evidence,Uttar Pradesh,0,0,79
Criminal,Evidence,Uttar Pradesh,0,0,68
Criminal,Evidence,Uttar Pradesh,0,0,193
Criminal,Evidence,Uttar Pradesh,0,0,193
Criminal,Evidence,Uttar Pradesh,0,0,79
Criminal,Evidence,Uttar Pradesh,0,0,60
Criminal,Passing of Orders,Uttar Pradesh,0,0,7017
Criminal,Evidence,Uttar Pradesh,0,0,29
Criminal,Evidence,Uttar Pradesh,0,0,666
Criminal,Evidence,Uttar Pradesh,0,0,314
Criminal,Evidence,Uttar Pradesh,0,0,15
Criminal,Evidence,Uttar Pradesh,0,0,12431
Criminal,Evidence,Uttar Pradesh,0,0,60
Criminal,Evidence,Uttar Pradesh,0,0,14
Criminal,Passing of Orders,Uttar Pradesh,0,0,5676
Criminal,Passing of Orders,Uttar Pradesh,0,0,6127
Criminal,Passing of Orders,Uttar Pradesh,0,0,6073
Criminal,Evidence,Uttar Pradesh,0,0,186
Criminal,Evidence,Uttar Pradesh,0,0,432
Criminal,Evidence,Uttar Pradesh,0,0,194
Criminal,Passing of Orders,Uttar Pradesh,0,0,247
Criminal,Evidence,Uttar Pradesh,0,0,263
Criminal,Evidence,Uttar Pradesh,0,0,399
Criminal,Evidence,Uttar Pradesh,0,0,470
Criminal,Evidence,Uttar Pradesh,0,0,470
Criminal,Evidence,Uttar Pradesh,0,0,827
Criminal,Evidence,Uttar Pradesh,0,0,475
Criminal,Evidence,Uttar Pradesh,0,0,77
Criminal,Evidence,Uttar Pradesh,0,0,157
Criminal,Evidence,Uttar Pradesh,0,0,39
Criminal,Evidence,Uttar Pradesh,0,0,947
Criminal,Evidence,Uttar Pradesh,0,0,568
Criminal,Evidence,Uttar Pradesh,0,0,84
Criminal,Passing of Orders,Uttar Pradesh,0,0,38
Criminal,Evidence,Uttar Pradesh,0,0,259
Criminal,Evidence,Uttar Pradesh,0,0,227
Criminal,Evidence,Uttar Pradesh,0,0,38
Criminal,Passing of Orders,Uttar Pradesh,0,0,5
Criminal,Evidence,Uttar Pradesh,0,0,14
Criminal,Evidence,Uttar Pradesh,0,0,169
Criminal,Evidence,Uttar Pradesh,0,0,41
Criminal,Evidence,Uttar Pradesh,0,0,154
Criminal,Evidence,Uttar Pradesh,0,0,540
Criminal,Passing of Orders,Uttar Pradesh,0,0,3025
Criminal,Passing of Orders,Uttar Pradesh,0,0,7642
Criminal,Passing of Orders,Uttar Pradesh,0,0,6104
Criminal,Passing of Orders,Uttar Pradesh,0,0,5616
Criminal,Passing of Orders,Uttar Pradesh,0,0,7543
Criminal,Evidence,Uttar Pradesh,0,0,12
Criminal,Passing of Orders,Uttar Pradesh,0,0,6676
